expmod,kurt,Li,count1,count2
60,10.565,11.262,20.25,61.5
75,7.6615,18.458,23.0,65.75
75,9.7325,6.2779,19.75,62.75
75,7.3118,32.551,25.0,66.25
75,9.1619,15.627,19.5,63.25
60,9.6149,8.8781,20.0,62.25
75,8.6166,30.615,17.25,64.5
60,10.017,3.807,20.0,61.5
75,7.7327,24.2,24.0,70.0
75,9.8905,8.671,20.0,60.75
120,5.2499,13.298,24.25,66.5
105,9.245,48.185,19.25,65.5
105,8.6657,9.8927,18.0,63.5
165,4.807,12.626,24.5,68.5
180,6.3841,8.5655,25.25,70.0
150,7.6124,7.3994,24.0,68.75
165,6.6383,9.8768,24.25,71.75
150,5.3884,11.536,27.5,69.5
165,6.3194,12.352,24.5,68.5
165,5.4342,7.2892,24.25,67.5
150,5.9259,13.651,25.0,70.25
120,6.5201,13.117,24.0,70.0
135,6.2492,7.624,25.0,69.5
150,7.5685,8.6205,24.5,67.25
135,7.0059,6.0926,24.25,67.75
195,7.2452,4.0496,24.0,68.25
165,7.0098,8.7082,24.25,66.25
180,7.6008,14.291,24.75,69.0
120,8.465,8.9785,19.5,57.0
75,7.8284,36.736,24.75,69.0
75,10.992,14.634,19.25,59.25
75,11.2,9.2499,19.75,61.25
90,7.1208,11.773,22.5,66.5
75,10.943,13.772,20.0,61.25
75,7.8273,11.674,24.5,66.0
75,7.6543,9.6797,23.5,67.0
75,9.0378,11.461,19.25,62.75
75,7.9963,14.138,16.75,60.75
75,8.4268,12.605,21.75,65.75
75,10.171,11.328,19.25,60.75
75,7.1125,11.629,25.0,67.25
90,7.4544,3.7803,25.75,66.5
75,9.7329,10.542,20.0,63.0
75,7.391,11.657,24.75,68.75
90,7.4053,12.38,24.5,68.25
75,6.8868,13.96,24.75,68.5
75,7.681,9.467,25.0,68.0
90,7.726,5.0074,22.5,66.5
75,10.057,10.784,20.25,62.75
75,7.4616,10.893,24.75,68.25
90,7.7947,13.912,24.5,67.0
75,10.041,13.82,19.25,60.75
75,7.0705,5.2639,23.75,67.5
75,7.4882,5.5706,24.25,68.75
75,8.7848,9.963,20.0,61.0
75,7.5384,11.352,16.5,61.5
75,7.0145,11.778,24.5,68.75
75,7.4216,14.308,23.0,65.0
75,9.0751,15.503,19.75,64.0
75,7.8791,19.461,24.5,68.0
90,7.7791,8.2152,25.0,69.25
75,9.6799,8.7949,19.75,60.5
75,7.362,6.3626,24.75,67.25
90,6.9364,16.257,24.25,70.0
75,9.5122,7.7252,20.5,61.0
75,7.4927,25.286,24.25,70.0
75,8.0571,12.236,20.0,62.75
75,7.4623,11.431,16.75,62.25
75,7.121,9.8269,24.25,67.75
75,8.2513,13.446,24.25,66.75
105,8.1321,10.197,20.0,63.25
75,7.2039,10.88,23.0,68.0
105,6.4620000000000015,13.636,25.25,68.25
60,9.5312,14.309,19.75,63.0
75,7.4773,11.357,24.75,65.5
75,7.8765,11.209,24.75,66.75
75,7.4686,24.983,24.5,68.25
75,9.4164,9.8576,20.0,64.0
105,6.6135,11.352,24.25,68.0
105,7.0819,9.497,19.75,64.75
75,10.193,13.509,19.25,63.75
75,8.3555,10.23,24.5,69.75
105,6.8012,9.047,23.25,68.25
75,9.4201,10.009,19.5,62.25
75,7.2051,14.356,25.0,67.75
90,7.7943,32.845,23.5,67.25
90,6.7273,13.447,20.5,67.75
75,9.2635,9.1465,20.0,62.0
75,7.1337,8.9299,25.0,69.0
75,9.3399,13.08,19.75,64.0
75,7.6708,6.6995,17.25,62.75
90,7.5779999999999985,12.497,25.25,69.25
75,8.7257,9.9636,19.75,61.75
75,7.7117,12.725,24.75,68.0
75,9.9108,5.8379,19.5,60.5
75,7.3654,11.35,24.0,69.25
90,7.9291,14.479,18.5,65.75
75,8.2302,11.806,21.5,63.5
60,9.382,12.637,20.25,61.25
75,7.5909,28.748,21.75,66.0
75,8.8842,12.458,20.0,62.75
75,7.91,27.783,23.5,67.5
75,9.7642,10.119,19.75,60.75
75,7.7771,28.413,24.0,69.0
60,10.172,11.371,19.5,62.0
75,8.0361,9.2478,24.75,67.75
75,7.9052,13.845999999999998,20.25,66.0
75,9.5589,12.965,19.75,61.0
75,7.5905,23.327,24.25,71.5
90,7.7707,10.196,24.25,68.5
75,8.6913,12.732,20.0,61.25
75,7.2266,13.668,24.5,69.0
75,8.4933,12.848,19.5,62.75
75,8.8819,13.768,17.0,64.25
75,8.692,8.8333,21.5,65.75
75,8.317,10.599,17.5,63.25
75,9.3302,14.152,17.5,65.5
75,8.3383,12.164,20.0,65.75
75,9.0929,12.924,20.25,61.25
75,7.9699,24.099,24.0,68.75
75,9.4368,16.589000000000002,19.75,63.5
75,7.9535,11.469,23.5,68.5
75,8.8597,14.45,21.0,63.0
75,8.388,11.132,18.25,64.75
60,9.0097,12.931,19.5,61.5
75,8.0099,26.038,24.75,66.5
75,10.234,6.659,19.25,60.25
75,7.6751,25.361,25.0,68.25
90,9.2956,9.9878,19.75,58.5
75,7.8636,12.496,24.25,67.0
75,10.235,13.876,20.0,61.75
75,7.3328,6.6621,22.75,65.0
75,9.3868,7.2853,20.0,60.75
75,8.7987,12.701,18.5,63.0
75,8.5144,7.6191,20.75,63.25
75,8.8732,12.309,19.25,59.75
75,10.705,5.1403,20.0,58.75
75,8.1557,25.264,24.5,68.75
75,9.0938,11.317,20.25,59.75
75,7.5088,25.339,24.25,68.75
75,10.126,12.655,19.25,62.5
90,7.9887,21.104,23.0,65.75
105,8.8757,7.041,20.0,62.0
75,7.6720000000000015,12.124,19.0,64.0
75,9.0017,9.3267,17.0,64.25
75,9.47,12.747,20.0,61.0
75,9.9353,12.183,19.75,60.0
75,8.998,9.2885,23.75,67.75
75,10.531,12.693,19.0,60.25
60,11.729,13.278,19.75,61.0
90,8.0024,25.239,24.5,66.75
90,9.7676,12.085,19.5,60.75
60,8.7759,6.2088,19.25,61.5
75,9.3946,28.436,16.5,62.75
75,9.5688,11.47,19.0,62.0
75,7.6214,7.8767,24.5,67.5
60,11.031,9.4033,20.0,60.5
60,10.459,11.193,19.5,60.75
75,8.4626,25.901,25.0,68.0
75,10.215,12.889,19.25,60.75
60,10.876,14.304,19.0,60.75
75,8.2469,18.47,23.25,68.0
60,10.995,10.026,19.75,61.0
60,10.975,24.71,19.0,59.75
75,7.4853,26.881,24.5,66.0
75,10.251,10.224,19.75,61.0
60,9.657,15.363,19.75,61.5
75,8.2806,13.678,16.75,62.75
75,9.9291,11.465,20.25,59.0
75,7.1668,26.242,24.5,70.0
75,10.824000000000002,8.0991,20.0,60.75
75,8.7507,11.869000000000002,17.75,62.5
60,8.9648,22.473000000000006,20.5,63.25
60,11.171,14.466,19.5,63.0
90,7.6728,25.722,24.75,68.0
75,10.15,7.5361,20.0,61.75
60,10.329,12.802,19.5,59.0
75,7.3861,28.738000000000003,24.75,68.0
90,9.6871,14.704,20.0,61.5
75,8.2079,6.0289,24.25,67.5
105,8.8526,9.2133,20.25,60.5
60,8.9761,13.962,20.5,62.75
75,8.054,24.249,18.25,64.75
75,10.199,14.264,19.75,59.0
90,8.0931,24.177,22.5,65.0
75,9.9808,14.603,16.5,63.75
90,9.4155,15.314,20.0,61.75
105,6.6189,12.246,23.75,68.25
75,9.4212,8.3891,19.75,60.75
75,7.847,32.01,25.25,68.25
120,2.7334,6.3512,19.75,61.0
75,8.7803,12.699000000000002,20.5,61.5
60,9.5061,16.248,16.75,63.0
105,8.9078,13.058,20.25,59.25
75,7.8145,29.521,25.25,70.5
75,9.5611,11.417,19.75,60.5
75,8.5332,7.2209,24.75,66.25
60,10.549,11.232,19.25,60.25
60,10.742,9.2194,19.25,61.25
75,8.0377,24.4,24.75,65.0
90,8.8325,10.652,19.25,57.0
75,8.7338,13.075,20.0,65.25
75,9.2398,14.567,16.5,63.25
60,10.536,16.082,19.75,61.25
75,7.7785,31.08,25.25,69.25
75,9.688,7.9795,20.0,60.25
60,9.2299,10.056,20.0,60.75
75,7.4763,28.11,24.75,66.5
75,10.455,8.6498,20.0,60.0
60,9.3973,14.826,19.75,58.25
75,8.1091,25.736,24.25,67.75
60,9.1302,13.336,20.5,63.0
75,8.266,24.753,16.75,63.25
75,9.9418,10.151,19.75,61.75
60,10.717,11.497,20.5,61.0
75,7.688,23.699,23.5,67.0
75,10.345,13.638,19.5,60.0
75,8.6183,23.312,24.25,66.75
60,10.743,11.293,19.75,62.75
60,11.604,11.558,20.0,59.25
75,8.7571,32.311,24.75,67.5
60,10.095,10.623,19.25,59.25
75,9.1131,14.186,20.25,62.5
75,9.9538,13.713,16.5,63.75
75,9.4431,12.645,19.25,63.0
75,8.5122,13.88,24.75,66.75
75,9.9195,13.432,19.5,62.0
75,10.745,13.138,19.25,61.0
75,7.8483,28.651,25.0,68.0
75,8.9233,12.618,20.25,60.0
60,10.312,12.233,20.0,62.0
75,8.8165,29.828000000000007,17.5,63.25
60,10.073,10.497,20.25,60.75
75,7.8609,28.597,24.25,68.75
75,9.5347,14.311,19.75,61.75
60,11.575,9.4298,19.75,61.5
75,8.2573,24.146,24.0,66.5
75,8.5807,13.546,19.0,61.75
60,11.818,9.4048,20.0,59.5
75,8.3994,5.7665,24.75,67.25
105,8.9696,12.16,19.75,61.5
75,9.1823,23.953000000000007,23.5,68.0
75,9.2892,11.984000000000002,20.0,60.0
75,9.3922,32.683,20.0,60.5
75,7.7993,7.1668,22.75,65.5
75,10.461,14.628,19.25,62.25
60,9.2609,6.7849,20.0,63.0
75,7.6731,10.517,17.25,62.25
75,10.414,12.679,20.0,60.25
75,8.8212,30.46,24.0,69.75
75,9.7745,14.262,19.0,59.75
75,10.311,8.1575,19.0,62.75
75,7.4979,12.487,22.25,65.0
60,11.184,11.755999999999998,19.25,64.0
75,8.6291,21.274,23.25,66.75
75,9.932,4.4605,19.5,61.25
60,10.282,10.255,20.5,63.75
90,7.2661,28.878,19.5,64.25
75,10.508,14.113,20.0,62.0
75,8.6152,24.584,25.0,67.0
75,9.9364,7.9055,19.0,62.25
75,8.7002,25.246,24.0,66.0
60,10.411,10.771,19.25,60.5
90,8.1388,11.46,19.75,62.25
75,9.0731,9.653,16.0,63.75
60,10.345,27.402,19.25,60.75
75,8.2259,27.315,23.5,67.25
75,9.9937,13.214,20.0,60.5
75,9.7296,11.899,19.0,61.0
75,8.9098,30.778,24.25,68.5
75,9.7215,5.8271,20.0,61.25
60,9.5316,11.39,19.25,63.25
75,8.4202,31.999,24.0,66.0
75,10.751,13.648,20.0,60.75
60,9.8573,29.485,19.75,61.5
75,7.6146,23.664,21.0,65.0
75,9.9856,11.706,20.5,59.5
60,10.441,11.679,20.25,61.0
75,8.7094,30.287,16.75,63.25
75,11.005,12.130999999999998,19.25,62.5
60,9.9144,11.896,19.75,60.25
60,8.8762,22.065,17.75,62.25
75,10.752,15.167,20.25,60.0
60,9.8927,8.5416,19.75,60.75
75,8.101,27.407,19.0,63.5
75,10.017,8.751,20.25,60.0
60,10.765999999999998,13.408,19.25,63.0
75,8.0871,43.979,24.75,67.25
75,9.4628,8.3617,19.25,59.75
60,9.6789,7.2182,19.75,62.0
75,8.5174,32.407,24.25,66.5
75,10.287,6.2701,18.75,60.75
60,10.005,12.38,19.5,60.25
75,8.4722,23.942,24.75,68.5
60,10.771,13.593,18.75,62.0
75,10.234,13.843,20.5,60.5
75,8.9249,31.451,21.25,66.25
75,10.824000000000002,9.1197,20.0,62.25
60,9.9112,12.754,19.0,62.25
60,11.195,6.9869,19.5,60.0
75,8.263,32.587,20.25,64.75
75,9.8072,13.138,20.75,60.25
60,10.376,13.467,20.0,61.25
75,8.1996,29.474,24.25,65.5
90,9.1362,49.108,19.75,58.5
75,8.0908,27.736,21.25,70.25
60,7.1873,41.886,20.75,66.0
165,-0.7377100000000001,12.496,30.0,88.25
270,-0.81203,35.715,35.0,104.75
210,-0.83793,77.986,37.75,99.25
255,-0.10396,71.459,38.25,91.5
225,-1.207,42.976000000000006,19.5,89.5
210,-1.3983,67.92399999999999,34.75,107.0
225,-1.3746,58.087,30.5,93.0
210,-1.2287,35.415,47.75,91.25
210,-1.0127,51.417,39.0,82.75
225,-1.0614,74.064,34.0,94.5
210,-0.97642,62.092,34.75,88.5
210,-1.2465,80.9,36.0,104.5
180,-1.29,58.344,22.25,80.75
210,-1.3235,35.698,28.5,87.5
180,-1.4331,51.87300000000001,19.25,85.5
180,-1.5573,53.805,29.5,91.75
180,-1.3117,22.21,29.5,93.0
150,-1.2325,16.660999999999998,34.5,86.75
150,-1.2631,16.207,31.5,89.75
180,-1.4488,17.58,38.25,91.5
165,-1.4462,17.7,35.75,87.5
165,-1.4386,11.886,36.25,88.5
165,-1.4563,13.753,37.0,94.75
180,-1.5003,12.898,37.75,94.0
165,-1.3905,14.887,35.0,99.0
165,-1.418,12.885,23.0,89.75
165,-1.4542,16.785999999999998,23.5,90.75
165,-1.347,15.043,24.0,84.5
165,-1.3299,15.181,21.0,79.5
180,-1.3432,50.137,28.25,93.5
165,-1.4047,75.648,25.5,91.0
180,-1.296,22.819000000000006,33.0,88.5
195,-0.55893,25.527,18.75,91.25
180,-0.66589,22.116,27.5,88.0
180,-1.0557,29.571,28.75,85.0
180,-1.015,26.63,30.0,91.5
180,-1.0906,20.384,38.0,81.75
180,-1.1271,42.192,19.0,78.75
195,-1.199,34.368,18.75,84.75
195,-1.2827,22.356,27.0,92.75
195,-1.419,23.798,24.75,86.75
195,-1.2508,21.835,34.75,96.25
210,-1.0973,58.01,25.5,85.75
225,-0.37157,21.644,24.75,86.0
210,-1.1725,29.365,34.25,91.75
270,0.28838,15.861,43.25,96.75
195,-0.15477,18.842,30.75,87.25
180,-1.2484,27.748,28.5,88.25
180,-1.0931,18.759,39.75,97.75
180,-0.8112699999999999,20.493,29.5,90.5
180,-0.94347,24.776,31.25,82.25
180,-1.2347,19.046,25.5,94.0
240,-1.1909999999999998,21.008000000000006,35.0,93.75
90,5.3142,6.9683,30.0,71.0
120,3.6072,3.1943,34.5,78.25
135,1.9659,24.213,22.5,77.75
135,2.625,2.5753,33.5,77.5
105,3.3288,5.0273,33.5,75.5
135,2.6751,4.3834,30.75,78.0
120,3.1467,5.436,35.25,78.5
105,3.1697,3.7307,33.25,78.5
105,2.7013,5.1232,29.25,78.0
105,2.6910000000000003,9.0203,29.25,75.0
105,2.9899,3.0647,33.25,79.0
120,2.8872,5.6909,38.25,82.5
120,3.1966,4.7703,32.25,76.0
135,3.8435,3.2316,30.25,74.5
120,3.7344,2.829,28.0,77.25
90,4.5651,4.9057,25.75,72.75
105,3.8035,9.1842,28.25,74.0
105,4.9077,3.8425,29.75,75.5
105,5.0114,3.8205,27.5,73.25
105,4.4095,4.1576,27.5,75.75
105,4.5298,5.1511,27.5,73.75
90,5.6654,1.8851,29.0,71.5
90,5.3820000000000014,6.9746,29.0,73.75
90,4.698,12.062,20.5,68.75
105,5.8666,5.8907,19.25,69.5
90,4.4969,6.47,28.5,75.0
105,5.7221,6.6332,28.75,73.25
90,5.6895,8.9077,28.75,74.25
90,5.5204,6.8268,29.5,74.0
105,5.0842,5.9713,29.25,73.75
105,4.9946,9.6182,30.25,75.0
105,5.0869,6.5684,28.75,73.75
105,4.6466,7.9817,29.0,74.0
105,5.2901,7.6549,30.0,76.25
105,5.0115,2.935,29.75,74.0
90,5.0384,2.4032,30.25,73.75
105,5.0467,2.8110000000000004,30.0,72.0
90,4.3437,6.275,26.75,73.75
105,4.8318,4.1707,30.25,70.75
90,5.0932,8.6892,29.0,72.0
150,3.264,9.4524,29.75,81.25
135,4.832,5.2862,24.0,74.25
105,4.3285,6.9368,24.5,73.5
105,5.1543,7.7928,24.5,69.5
90,5.3969,5.5479,24.0,67.75
105,4.622,8.4757,29.0,69.5
90,4.8127,6.3966,30.25,72.75
105,4.8112,5.0442,29.75,70.25
90,4.9995,5.5086,29.5,73.5
90,5.2436,6.7035,28.5,73.0
90,5.8938,6.0113,24.75,69.75
90,4.9935,5.9792,29.25,70.5
90,4.9655,6.3673,28.75,71.75
105,4.5985,3.7686,30.25,72.5
105,5.289,5.6519,28.5,72.75
90,5.9405,5.9726,23.75,70.0
90,4.9389,5.8346,27.5,68.5
90,5.1196,7.1588,28.25,69.75
90,6.0954,4.8753,24.0,67.0
90,4.9602,12.276,28.0,69.75
90,5.5623,5.4781,28.5,70.25
105,5.1344,7.8042,30.25,74.0
105,5.3508,7.2839,26.75,71.75
90,6.2398,7.341,24.75,71.0
90,5.1732,3.6358,22.0,67.0
90,4.9772,6.3882,29.5,71.5
90,4.8199,9.894,30.25,74.0
90,5.1601,7.3564,29.0,71.0
90,5.5817,6.1286,24.5,69.0
90,3.7104,11.648,27.75,69.5
90,4.506,4.9317,31.5,74.0
90,5.3873,2.3415,29.5,73.0
90,5.3794,3.2636,29.5,72.25
90,5.158,6.7722,28.75,70.75
90,5.1017,6.8625,29.75,74.0
105,5.1488,6.6454,28.0,69.75
105,4.9292,6.3025,27.75,73.5
90,5.7509,5.7629,24.5,68.5
90,5.1414,6.8591,21.5,67.75
90,5.3782,6.0823,29.0,71.0
90,5.1721,3.954,29.5,72.75
90,4.8075,6.0321,29.5,74.25
90,5.23,5.1293,30.0,72.75
105,8.533,4.5191,25.75,75.0
150,5.067,3.9911,26.75,73.75
135,7.2889,3.6963,24.75,69.75
90,10.695,4.3001,22.0,65.25
105,9.9207,3.6345,25.75,72.75
105,10.003,3.9734,27.5,75.0
105,10.058,3.9731,22.0,70.25
90,12.098,2.0382,22.75,68.5
105,8.9973,2.3499,25.75,71.75
105,10.363,3.4144,25.25,73.0
120,8.4095,4.0526,26.25,73.25
120,7.0225,4.4703,25.25,71.75
120,9.647,2.5109,27.25,74.0
105,10.233,4.4728,27.0,73.75
105,9.9439,4.4624,26.5,73.25
105,10.108,2.3965,27.5,75.0
90,12.122,2.5058,22.25,69.0
105,10.925999999999998,2.9156,27.25,71.75
105,8.4247,5.6476,25.0,74.75
105,9.6342,3.5981,26.25,74.5
105,9.462,4.8932,26.5,75.5
105,10.144,3.943,26.75,74.5
120,7.6079,4.0381,27.0,72.0
120,8.5868,3.2845,26.25,70.5
105,8.6041,2.9855,27.0,70.25
105,8.4344,3.7565,26.5,68.5
105,7.968,3.9781,23.75,70.75
135,6.3938,4.7876,27.75,78.75
120,7.2598,4.1253,23.75,76.5
105,10.187,4.2489,26.5,75.5
105,9.2934,5.6346,26.0,76.25
135,6.6108,4.6561,26.75,73.0
105,8.5025,2.9036,28.25,75.25
105,10.488,3.8077,26.5,75.5
120,8.6755,3.0391,26.25,75.75
105,8.6953,1.9191,25.0,77.75
120,9.1917,2.3214,25.5,73.75
165,2.8815,5.8919,23.25,70.75
180,2.0417,4.6515,26.75,72.0
120,7.5686,7.0985,25.75,70.75
120,6.744,3.9992,25.0,75.5
120,7.9445,5.1657,26.75,69.5
105,8.9718,5.057,26.0,70.0
120,9.5183,3.7849,25.5,67.25
90,11.494000000000002,3.2786,22.0,66.75
105,9.4554,3.2699,21.5,67.75
105,8.6219,7.0348,26.5,72.5
105,11.88,3.752,23.0,66.75
120,9.1613,4.1864,22.75,72.75
105,11.483,3.6166,22.5,67.25
105,10.223,3.7758,26.75,69.5
105,10.492,6.7669,26.5,71.0
105,9.721,4.2972,26.25,69.25
105,12.744000000000002,4.8745,23.5,63.25
120,7.6014,8.3937,24.25,71.75
150,7.382999999999999,5.1337,27.25,74.25
120,10.177,2.8405,24.75,69.5
90,11.384,2.0416,21.25,71.5
105,10.669,4.5164,26.75,77.25
105,10.241,3.0828,26.0,76.25
105,10.086,2.1808,26.75,77.5
90,12.249,1.8079,22.75,72.25
105,9.9734,4.566,26.25,74.0
105,10.49,3.2431,26.75,76.25
90,13.439,3.0914,22.75,70.0
105,10.617,2.4011,23.75,74.5
105,10.444,7.8745,26.75,75.0
105,10.287,2.7577,29.25,77.25
90,13.078,2.6445,22.75,70.5
105,10.108,2.4273,27.0,75.25
165,4.8595,7.5387,26.75,73.25
105,10.501,2.0671,26.75,74.75
105,10.589,1.4829,27.25,76.5
105,10.555,1.7121,26.5,75.5
105,11.136,2.1565,23.0,70.25
90,13.048,1.8807,22.5,70.25
105,11.271,4.3464,26.75,77.0
105,10.663,4.453,26.0,73.25
105,10.447,3.2233,22.0,72.5
105,8.6679,4.1847,20.5,66.5
120,10.272,4.9426,25.25,70.0
90,9.1662,4.3537,23.25,72.75
105,9.9372,3.9123,25.5,74.75
90,12.308,3.2554,24.0,71.0
105,10.474,1.8774,20.0,69.5
105,10.643,2.2009,26.5,74.0
105,10.034,4.2761,24.25,72.0
105,9.6701,4.2129,26.5,73.5
120,8.3387,3.194,25.75,74.75
105,10.076,4.9296,27.25,74.25
90,12.561,3.1988,23.25,67.0
120,6.1665,8.5994,20.25,75.5
105,10.028,5.0506,26.75,74.5
90,11.76,3.8054,23.25,69.0
105,9.8462,8.8191,26.5,73.75
120,9.5414,4.8308,26.0,70.75
90,10.449000000000002,4.6948,22.25,73.0
120,7.8802,5.3158,21.75,71.5
105,10.789,7.3672,25.25,71.75
105,10.469,3.1724,27.0,76.0
90,13.065,3.893,21.25,67.25
225,3.3143,7.3925,25.75,69.5
195,3.2058,7.9103,25.5,78.0
210,3.7276,10.202,27.5,73.0
180,1.8774,9.1147,28.25,80.25
135,2.4433,8.6945,28.25,78.75
150,5.6124,6.5733,30.25,82.0
135,4.4708,3.8838,27.75,79.75
165,0.97497,5.278,30.0,76.75
180,1.2589,4.4699,29.25,80.5
150,2.4088,4.3295,33.0,79.75
150,2.1364,5.2059,30.5,76.75
210,-0.35181,8.3794,30.25,77.5
180,0.6052,5.5567,28.25,82.25
165,2.145,6.5103,30.5,79.0
180,2.346,5.1347,31.5,76.25
195,0.8362,6.3641,32.25,78.75
150,4.1221,5.1548,28.5,77.5
150,6.3665,4.7061,29.0,79.75
165,0.65336,8.932,25.75,76.0
150,6.9492,4.2473,26.5,74.75
135,6.9828,4.3839,32.25,77.25
270,0.52588,41.191,49.5,109.25
270,-0.60125,84.69,50.25,104.5
255,-0.61579,19.489,67.5,109.5
255,-0.26848,14.15,51.5,101.0
225,0.68333,11.054,52.25,97.0
255,-1.0012,12.989,59.0,112.0
255,-0.53841,49.121,64.5,107.0
240,-0.7771100000000001,30.875,63.5,103.0
255,-0.7412,6.9974,46.0,100.5
255,-0.8927299999999999,7.6152,67.25,105.75
255,-0.90772,21.442,59.75,104.5
240,-0.70102,41.226000000000006,47.0,99.0
255,-0.79269,31.342,68.75,101.25
240,-0.12281,10.833,41.25,97.25
195,10.880999999999998,21.954,31.5,97.25
240,0.17337,10.736,51.5,99.75
255,-0.7138800000000001,8.8707,50.0,102.5
240,-0.5081600000000001,13.369000000000002,42.25,100.5
240,-0.68223,14.615,59.25,99.0
255,-0.69908,33.717,58.5,99.25
240,1.0349,10.499,39.0,93.25
240,-0.32965,32.863,55.0,98.5
225,-0.71597,7.0835,48.5,98.0
225,-0.4824600000000001,62.444,46.5,99.75
240,0.37089,41.38399999999999,21.5,93.75
270,-0.21074,51.475,58.0,108.75
240,-0.65581,22.525,37.75,89.0
225,-0.61941,18.597,50.75,99.25
210,-0.72326,18.563,42.5,98.75
210,-0.44902,23.095,60.75,100.25
240,-0.54674,23.731,62.5,100.0
225,-0.49737,18.897,59.5,101.5
225,-0.39642,20.957,63.0,99.75
240,-0.60358,11.95,61.75,99.25
225,-0.66993,7.3327,59.5,97.0
225,0.52735,18.447,56.75,95.75
210,0.74867,10.152,53.75,95.0
210,0.81128,14.356,42.75,93.25
225,1.5487,26.675,55.5,94.75
195,1.3967,11.657,40.0,96.5
285,1.8448,7.7833,55.0,96.0
300,1.163,8.4924,48.75,96.0
255,0.52798,8.8557,48.25,95.75
240,1.9516,9.9691,41.0,94.25
225,0.6337,8.9521,39.5,97.25
150,3.3228,6.6555,29.0,80.0
135,6.9371,3.7925,32.0,81.0
135,6.7016,3.9074,32.75,80.5
135,8.384,3.1859,32.0,81.25
150,8.6287,2.658,31.75,82.25
135,9.0368,3.1308,31.5,84.25
135,7.6798,3.0729,30.5,81.75
135,8.5548,2.7395,31.25,82.0
150,7.4625,3.4915,29.0,80.5
150,8.5322,3.2468,32.25,82.0
150,8.6039,2.753,32.5,81.0
135,8.6931,2.7909,31.0,83.5
135,8.9729,2.8079,31.0,81.0
135,8.5705,2.8751,33.25,81.25
135,8.6203,3.614,31.25,83.25
150,8.3828,3.2008,32.25,83.5
135,8.283999999999999,2.92,34.5,84.0
120,9.051,3.2915,30.5,80.25
135,8.5837,2.2647,23.5,76.75
135,9.0588,2.3786,31.75,81.75
120,9.1737,3.8124,30.25,76.75
135,8.0225,2.1867,24.75,77.0
120,9.7942,2.7746,28.5,78.25
135,7.6047,2.3948,25.25,79.5
120,8.7669,2.7041,29.75,76.5
120,8.8761,3.2963,30.75,79.25
135,7.9096,2.3815,30.25,80.0
120,9.2221,2.1534,30.75,77.75
120,8.9385,3.8608,29.25,77.25
120,8.8738,2.1855,31.25,79.75
120,9.056,2.4796,29.5,79.0
120,8.9972,3.315,29.75,79.75
120,9.0558,2.3649,29.25,79.0
120,8.9765,2.2597,31.5,81.0
120,8.6131,3.7492,30.0,79.5
120,8.8532,3.7718,26.75,76.75
105,10.198,2.5772,26.0,77.25
120,8.8469,3.1083,28.5,78.75
120,9.2861,3.2089,30.25,79.75
135,4.9093,6.2724,27.25,79.5
105,7.9371,7.3534,25.0,73.0
120,8.7914,3.6919,29.75,80.5
120,9.0324,3.7543,29.25,81.0
120,10.16,4.2338,28.5,76.5
120,8.9496,3.1099,27.0,76.5
120,9.2307,2.8382,28.0,79.0
135,8.9468,3.0933,29.0,80.0
120,10.640999999999998,2.8454,25.0,76.0
120,9.073,2.6607,29.0,80.5
105,10.626,3.5066,26.5,75.5
120,9.162,1.939,31.0,83.25
105,10.76,3.4130000000000003,27.0,78.0
150,8.1399,2.7144,20.0,76.75
120,11.062,2.0987,27.0,77.75
120,10.739,2.4431,28.0,80.5
120,9.412,1.4006,24.25,77.25
105,10.962,1.8268,26.75,76.5
120,9.2119,2.1766,29.75,81.5
105,11.015,3.134,25.75,75.0
120,10.877,2.2859,26.75,74.75
120,9.2186,2.0329,27.75,77.75
105,11.211,2.4226,25.25,75.0
120,9.1654,2.4969,30.5,78.75
120,10.89,2.2916,26.5,77.0
105,10.929,2.9960000000000004,25.25,75.25
120,9.1042,3.0599,30.25,81.0
105,11.37,3.8474,25.5,76.75
105,10.94,1.9531,25.0,74.25
120,9.1858,3.1256,29.5,80.25
105,10.997,1.8821,27.25,76.75
120,10.651,2.2782,24.25,73.25
105,9.7923,3.1702,26.0,77.75
105,9.7667,1.6242,24.75,75.0
105,11.0,2.1684,26.5,76.0
105,10.818,1.6964,26.0,76.25
120,9.128,2.8669,26.5,75.5
105,10.829,3.2854,26.25,75.75
105,10.698,2.7978,26.0,76.25
105,9.3455,2.4014,27.25,80.0
105,10.555,1.9137,23.75,76.5
105,10.784,1.8346,27.0,74.25
120,9.1343,1.7756,30.75,80.25
105,10.991,1.8955,27.0,76.5
105,10.524,2.6509,26.75,75.75
120,8.8294,4.2149,30.5,80.0
105,10.307,3.5361,24.75,77.5
120,8.5882,1.6791,30.5,80.0
105,10.276,3.218,26.0,75.5
105,10.041,2.7699,25.5,74.75
120,8.7617,1.9658,27.25,77.25
105,10.779000000000002,1.6088,26.5,73.5
120,10.89,1.6769999999999998,27.75,76.5
105,10.679,2.1244,25.5,75.5
105,10.983,2.1236,26.75,76.25
120,8.7547,1.6411,24.25,75.5
105,10.353,2.0593,29.25,79.75
105,10.184,1.5499,25.75,75.0
105,10.076,1.4158,27.25,76.0
105,9.7698,2.5631,28.75,79.25
120,8.5763,2.1043,25.75,77.75
105,10.208,1.9088,26.5,77.0
120,8.5811,1.2545,27.75,80.5
105,10.271,2.3555,26.5,76.75
